ID,Odds,Bet,Result,Profit 
547,7,$160.00 ,Lose,-160.00
548,4,$320.00 ,Win,960.00
549,6.5,$10.00 ,Lose,-10.00
550,3.75,$20.00 ,Lose,-20.00
551,6.3,$40.00 ,Lose,-40.00
552,6.5,$80.00 ,Win,440.00
553,5,$10.00 ,Win,40.00
554,3.5,$10.00 ,Lose,-10.00
555,6.5,$20.00 ,Win,110.00
556,3.75,$10.00 ,Lose,-10.00
557,4.33,$20.00 ,Lose,-20.00
558,5,$40.00 ,Lose,-40.00
559,4.5,$80.00 ,Lose,-80.00
560,12,$160.00 ,Win,"1,760.00"
561,3.5,$10.00 ,Win,25.00
562,3.75,$10.00 ,Lose,-10.00
563,4.5,$20.00 ,Lose,-20.00
564,6,$40.00 ,Lose,-40.00
565,6,$80.00 ,Win,400.00
566,12,$10.00 ,Lose,-10.00
567,7,$20.00 ,Lose,-20.00
568,6,$40.00 ,Lose,-40.00
569,3.75,$80.00 ,Lose,-80.00
570,6,$160.00 ,Win,800.00
571,4.5,$10.00 ,Lose,-10.00
572,4,$20.00 ,Win,60.00
573,8,$10.00 ,Lose,-10.00
574,3.5,$20.00 ,Lose,-20.00
575,12,$40.00 ,Lose,-40.00
576,7,$80.00 ,Lose,-80.00
577,4.5,$160.00 ,Lose,-160.00
578,3.5,$320.00 ,Lose,-320.00
579,9,$640.00 ,Lose,-640.00
580,6,"$1,280.00 ",Lose,"-1,280.00"
581,3.5,"$2,560.00 ",Lose,"-2,560.00"
582,7,"$5,120.00 ",Win,"30,720.00"
583,5,$10.00 ,Lose,-10.00
584,9,$20.00 ,Lose,-20.00
585,4,$40.00 ,Lose,-40.00
586,9,$80.00 ,Lose,-80.00
587,7,$160.00 ,Lose,-160.00
588,8,$320.00 ,Lose,-320.00
589,5.5,$640.00 ,Lose,-640.00
590,4.33,"$1,280.00 ",Lose,"-1,280.00"
591,15,"$2,560.00 ",Lose,"-2,560.00"
592,9,"$5,120.00 ",Lose,"-5,120.00"
593,13,"$10,240.00 ",Lose,"-10,240.00"
594,6,"$20,480.00 ",Win,"102,400.00"
595,3.5,$10.00 ,Lose,-10.00
596,4.5,$20.00 ,Lose,-20.00
597,3.5,$40.00 ,Lose,-40.00
598,4.5,$80.00 ,Win,280.00
599,5.5,$10.00 ,Lose,-10.00
600,5,$20.00 ,Win,80.00
601,11,$10.00 ,Win,100.00
602,5.5,$10.00 ,Lose,-10.00
603,4,$20.00 ,Win,60.00
604,5,$10.00 ,Lose,-10.00
605,6,$20.00 ,Lose,-20.00
606,4.5,$40.00 ,Lose,-40.00
607,7,$80.00 ,Lose,-80.00
608,4.5,$160.00 ,Lose,-160.00
609,3.75,$320.00 ,Lose,-320.00
610,4,$640.00 ,Lose,-640.00
611,9,"$1,280.00 ",Lose,"-1,280.00"
612,7,"$2,560.00 ",Lose,"-2,560.00"
613,5,"$5,120.00 ",Lose,"-5,120.00"
614,4.5,"$10,240.00 ",Lose,"-10,240.00"
615,4,"$20,480.00 ",Lose,"-20,480.00"
616,7,"$40,960.00 ",Lose,"-40,960.00"
617,4.5,"$81,920.00 ",Lose,"-81,920.00"
618,8,"$163,840.00 ",Lose,"-163,840.00"
619,7,"$327,680.00 ",Lose,"-327,680.00"
620,4.5,"$655,360.00 ",Lose,"-655,360.00"
621,9,"$1,310,720.00 ",Lose,"-1,310,720.00"
622,10,"$2,621,440.00 ",Lose,"-2,621,440.00"
623,8,"$5,242,880.00 ",Win,"36,700,160.00"
624,3.25,$10.00 ,Lose,-10.00
625,5.5,$20.00 ,Lose,-20.00
626,3.75,$40.00 ,Lose,-40.00
627,5,$80.00 ,Win,320.00
628,4.5,$10.00 ,Lose,-10.00
629,4.5,$20.00 ,Lose,-20.00
630,4,$40.00 ,Win,120.00
631,3.75,$10.00 ,Win,27.50
632,5,$10.00 ,Win,40.00
633,3.5,$10.00 ,Lose,-10.00
634,7,$20.00 ,Win,120.00
635,7,$10.00 ,Lose,-10.00
636,4.5,$20.00 ,Lose,-20.00
637,5,$40.00 ,Lose,-40.00
638,5,$80.00 ,Lose,-80.00
639,4.33,$160.00 ,Lose,-160.00
640,4,$320.00 ,Lose,-320.00
641,8,$640.00 ,Win,"4,480.00"
642,4,$10.00 ,Lose,-10.00
643,6,$20.00 ,Lose,-20.00
644,4.5,$40.00 ,Lose,-40.00
645,4,$80.00 ,Win,240.00
646,4.5,$10.00 ,Lose,-10.00
647,4.5,$20.00 ,Lose,-20.00
648,8,$40.00 ,Lose,-40.00
649,8.5,$80.00 ,Lose,-80.00
650,5,$160.00 ,Win,640.00
651,5,$10.00 ,Win,40.00
652,4.33,$10.00 ,Lose,-10.00
653,7,$20.00 ,Lose,-20.00
654,4,$40.00 ,Win,120.00
655,19,$10.00 ,Lose,-10.00
656,17,$20.00 ,Lose,-20.00
657,3.5,$40.00 ,Win,100.00
658,11,$10.00 ,Win,100.00
659,15,$10.00 ,Lose,-10.00
660,8.5,$20.00 ,Lose,-20.00
661,4.33,$40.00 ,Win,133.20
662,4.5,$10.00 ,Lose,-10.00
663,11,$20.00 ,Lose,-20.00
664,7,$40.00 ,Lose,-40.00
665,13,$80.00 ,Lose,-80.00
666,5,$160.00 ,Lose,-160.00
667,3.5,$320.00 ,Win,800.00
668,5.5,$10.00 ,Lose,-10.00
669,3.5,$20.00 ,Lose,-20.00
670,3.5,$40.00 ,Lose,-40.00
671,3.25,$80.00 ,Lose,-80.00
672,5.5,$160.00 ,Lose,-160.00
673,2.38,$320.00 ,Lose,-320.00
674,6,$640.00 ,Lose,-640.00
675,7,"$1,280.00 ",Lose,"-1,280.00"
676,7,"$2,560.00 ",Lose,"-2,560.00"
677,4.33,"$5,120.00 ",Win,"17,049.60"
678,5.5,$10.00 ,Lose,-10.00
679,5,$20.00 ,Lose,-20.00
680,5,$40.00 ,Lose,-40.00
681,7.5,$80.00 ,Lose,-80.00
682,6,$160.00 ,Lose,-160.00
683,7,$320.00 ,Lose,-320.00
684,6,$640.00 ,Win,"3,200.00"
685,5.5,$10.00 ,Lose,-10.00
686,5.5,$20.00 ,Win,90.00
687,11,$10.00 ,Lose,-10.00
688,6.5,$20.00 ,Win,110.00
689,7,$10.00 ,Lose,-10.00
690,6,$20.00 ,Lose,-20.00
691,4.5,$40.00 ,Win,140.00
692,5,$10.00 ,Win,40.00
693,5.5,$10.00 ,Lose,-10.00
694,4.5,$20.00 ,Lose,-20.00
695,4,$40.00 ,Lose,-40.00
696,4.5,$80.00 ,Win,280.00
697,5,$10.00 ,Win,40.00
698,5,$10.00 ,Win,40.00
699,6,$10.00 ,Lose,-10.00
700,7.5,$20.00 ,Lose,-20.00
701,5.5,$40.00 ,Lose,-40.00
702,11,$80.00 ,Lose,-80.00
703,8,$160.00 ,Lose,-160.00
704,6.5,$320.00 ,Lose,-320.00
705,4.5,$640.00 ,Lose,-640.00
706,4,"$1,280.00 ",Lose,"-1,280.00"
707,7,"$2,560.00 ",Lose,"-2,560.00"
708,4.5,"$5,120.00 ",Lose,"-5,120.00"
709,6,"$10,240.00 ",Lose,"-10,240.00"
710,5,"$20,480.00 ",Lose,"-20,480.00"
711,4.5,"$40,960.00 ",Lose,"-40,960.00"
712,9,"$81,920.00 ",Lose,"-81,920.00"
713,8,"$163,840.00 ",Lose,"-163,840.00"
714,9,"$327,680.00 ",Win,"2,621,440.00"
715,8.5,$10.00 ,Lose,-10.00
716,6,$20.00 ,Lose,-20.00
717,13,$40.00 ,Lose,-40.00
718,18,$80.00 ,Lose,-80.00
719,12,$160.00 ,Lose,-160.00
720,13,$320.00 ,Lose,-320.00
721,15,$640.00 ,Lose,-640.00
722,5,"$1,280.00 ",Lose,"-1,280.00"
723,13,"$2,560.00 ",Win,"30,720.00"
724,9,$10.00 ,Lose,-10.00
725,9,$20.00 ,Lose,-20.00
726,7,$40.00 ,Lose,-40.00
727,17,$80.00 ,Win,"1,280.00"
728,29,$10.00 ,Lose,-10.00
729,2.25,$20.00 ,Lose,-20.00
730,4.5,$40.00 ,Lose,-40.00
731,5,$80.00 ,Lose,-80.00
732,4.33,$160.00 ,Lose,-160.00
733,34,$320.00 ,Win,"10,560.00"
734,5.5,$10.00 ,Lose,-10.00
735,17,$20.00 ,Lose,-20.00
736,4.5,$40.00 ,Lose,-40.00
737,4.33,$80.00 ,Lose,-80.00
738,4.5,$160.00 ,Win,560.00
739,3.5,$10.00 ,Win,25.00
740,3.75,$10.00 ,Win,27.50
741,5.5,$10.00 ,Lose,-10.00
742,3.75,$20.00 ,Win,55.00
743,4.5,$10.00 ,Lose,-10.00
744,3.25,$20.00 ,Lose,-20.00
745,4.5,$40.00 ,Lose,-40.00
746,4.5,$80.00 ,Lose,-80.00
747,5,$160.00 ,Win,640.00
748,5.5,$10.00 ,Lose,-10.00
749,3.25,$20.00 ,Lose,-20.00
750,5,$40.00 ,Win,160.00
751,6,$10.00 ,Lose,-10.00
752,5,$20.00 ,Lose,-20.00
753,13,$40.00 ,Lose,-40.00
754,11,$80.00 ,Win,800.00
755,10,$10.00 ,Win,90.00
756,4.5,$10.00 ,Lose,-10.00
757,5,$20.00 ,Lose,-20.00
758,4.5,$40.00 ,Lose,-40.00
759,5,$80.00 ,Lose,-80.00
760,4.33,$160.00 ,Lose,-160.00
761,7,$320.00 ,Win,"1,920.00"
762,4,$10.00 ,Win,30.00
763,4.5,$10.00 ,Lose,-10.00
764,4,$20.00 ,Lose,-20.00
765,3.25,$40.00 ,Lose,-40.00
766,6,$80.00 ,Lose,-80.00
767,13,$160.00 ,Win,"1,920.00"
768,5.5,$10.00 ,Lose,-10.00
769,3.75,$20.00 ,Lose,-20.00
770,17,$40.00 ,Lose,-40.00
771,7,$80.00 ,Win,480.00
772,11,$10.00 ,Lose,-10.00
773,7,$20.00 ,Lose,-20.00
774,7,$40.00 ,Lose,-40.00
775,13,$80.00 ,Win,960.00
776,5,$10.00 ,Lose,-10.00
777,13,$20.00 ,Win,240.00
778,21,$10.00 ,Lose,-10.00
779,12,$20.00 ,Lose,-20.00
780,13,$40.00 ,Lose,-40.00
781,10,$80.00 ,Lose,-80.00
782,4.5,$160.00 ,Lose,-160.00
783,5.5,$320.00 ,Lose,-320.00
784,4,$640.00 ,Lose,-640.00
785,34,"$1,280.00 ",Lose,"-1,280.00"
786,6,"$2,560.00 ",Lose,"-2,560.00"
787,3.5,"$5,120.00 ",Lose,"-5,120.00"
788,6,"$10,240.00 ",Lose,"-10,240.00"
789,21,"$20,480.00 ",Lose,"-20,480.00"
790,6,"$40,960.00 ",Lose,"-40,960.00"
791,10,"$81,920.00 ",Lose,"-81,920.00"
792,11,"$163,840.00 ",Lose,"-163,840.00"
793,15,"$327,680.00 ",Lose,"-327,680.00"
794,8,"$655,360.00 ",Lose,"-655,360.00"
795,9,"$1,310,720.00 ",Lose,"-1,310,720.00"
796,7,"$2,621,440.00 ",Lose,"-2,621,440.00"
797,7.5,"$5,242,880.00 ",Win,"34,078,720.00"
798,3.75,$10.00 ,Lose,-10.00
799,5.5,$20.00 ,Lose,-20.00
800,51,$40.00 ,Lose,-40.00
801,4,$80.00 ,Win,240.00
802,4,$10.00 ,Win,30.00
803,5.5,$10.00 ,Win,45.00
804,4,$10.00 ,Win,30.00
805,3.75,$10.00 ,Lose,-10.00
806,5,$20.00 ,Lose,-20.00
807,4,$40.00 ,Lose,-40.00
808,4.33,$80.00 ,Win,266.40
809,4,$10.00 ,Lose,-10.00
810,9,$20.00 ,Lose,-20.00
811,4.5,$40.00 ,Lose,-40.00
812,3.75,$80.00 ,Lose,-80.00
813,4,$160.00 ,Lose,-160.00
814,6,$320.00 ,Lose,-320.00
815,6.5,$640.00 ,Lose,-640.00
816,4.5,"$1,280.00 ",Win,"4,480.00"
817,9.5,$10.00 ,Lose,-10.00
818,15,$20.00 ,Win,280.00
819,4,$10.00 ,Lose,-10.00
820,6,$20.00 ,Lose,-20.00
821,5.5,$40.00 ,Lose,-40.00
822,3.25,$80.00 ,Win,180.00
823,2.75,$10.00 ,Win,17.50
824,4.5,$10.00 ,Lose,-10.00
825,6,$20.00 ,Lose,-20.00
826,4.5,$40.00 ,Lose,-40.00
827,4,$80.00 ,Lose,-80.00
828,3.75,$160.00 ,Lose,-160.00
829,5,$320.00 ,Lose,-320.00
830,5,$640.00 ,Lose,-640.00
831,4,"$1,280.00 ",Lose,"-1,280.00"
832,7.5,"$2,560.00 ",Lose,"-2,560.00"
833,3.75,"$5,120.00 ",Lose,"-5,120.00"
834,29,"$10,240.00 ",Lose,"-10,240.00"
835,15,"$20,480.00 ",Lose,"-20,480.00"
836,12,"$40,960.00 ",Win,"450,560.00"
837,6.5,$10.00 ,Win,55.00
838,26,$10.00 ,Lose,-10.00
839,3,$20.00 ,Win,40.00
840,4,$10.00 ,Lose,-10.00
841,9,$20.00 ,Lose,-20.00
842,3,$40.00 ,Win,80.00
843,11,$10.00 ,Lose,-10.00
844,3,$20.00 ,Lose,-20.00
845,3,$40.00 ,Lose,-40.00
846,3.5,$80.00 ,Lose,-80.00
847,3,$160.00 ,Lose,-160.00
848,5,$320.00 ,Lose,-320.00
849,2.5,$640.00 ,Lose,-640.00
850,4.5,"$1,280.00 ",Lose,"-1,280.00"
851,3.25,"$2,560.00 ",Lose,"-2,560.00"
852,4,"$5,120.00 ",Lose,"-5,120.00"
853,3,"$10,240.00 ",Lose,"-10,240.00"
854,4.33,"$20,480.00 ",Lose,"-20,480.00"
855,3.75,"$40,960.00 ",Win,"112,640.00"
856,3.75,$10.00 ,Win,27.50
857,5,$10.00 ,Lose,-10.00
858,4,$20.00 ,Win,60.00
859,26,$10.00 ,Lose,-10.00
860,3.75,$20.00 ,Win,55.00
861,8,$10.00 ,Win,70.00
862,7.5,$10.00 ,Lose,-10.00
863,5,$20.00 ,Win,80.00
864,4,$10.00 ,Lose,-10.00
865,13,$20.00 ,Lose,-20.00
866,5.5,$40.00 ,Lose,-40.00
867,5,$80.00 ,Win,320.00
868,3.75,$10.00 ,Lose,-10.00
869,5,$20.00 ,Lose,-20.00
870,5,$40.00 ,Lose,-40.00
871,6.5,$80.00 ,Lose,-80.00
872,5.5,$160.00 ,Lose,-160.00
873,7,$320.00 ,Lose,-320.00
874,6.5,$640.00 ,Win,"3,520.00"
875,5.5,$10.00 ,Lose,-10.00
876,13,$20.00 ,Lose,-20.00
877,3.75,$40.00 ,Lose,-40.00
878,17,$80.00 ,Lose,-80.00
879,5.5,$160.00 ,Lose,-160.00
880,5.5,$320.00 ,Lose,-320.00
881,4,$640.00 ,Lose,-640.00
882,4,"$1,280.00 ",Lose,"-1,280.00"
883,5,"$2,560.00 ",Lose,"-2,560.00"
1,6.5,"$5,120.00 ",Lose,"-5,120.00"
2,8,"$10,240.00 ",Lose,"-10,240.00"
3,3.75,"$20,480.00 ",Win,"56,320.00"
4,4.5,$10.00 ,Lose,-10.00
5,1.73,$20.00 ,Win,14.60
6,5,$10.00 ,Win,40.00
7,34,$10.00 ,Lose,-10.00
8,7,$20.00 ,Lose,-20.00
9,1.91,$40.00 ,Win,36.40
10,3.25,$10.00 ,Lose,-10.00
11,4.5,$20.00 ,Lose,-20.00
12,19,$40.00 ,Lose,-40.00
13,19,$80.00 ,Lose,-80.00
14,4.3,$160.00 ,Win,528.00
15,9,$10.00 ,Lose,-10.00
16,9,$20.00 ,Lose,-20.00
17,4.5,$40.00 ,Win,140.00
18,17,$10.00 ,Win,160.00
19,32,$10.00 ,Lose,-10.00
20,13,$20.00 ,Win,240.00
21,2.63,$10.00 ,Lose,-10.00
22,2.5,$20.00 ,Lose,-20.00
23,1.91,$40.00 ,Lose,-40.00
24,1.44,$80.00 ,Win,35.20
25,13,$10.00 ,Lose,-10.00
26,21,$20.00 ,Lose,-20.00
27,1.4,$40.00 ,Win,16.00
28,8,$10.00 ,Lose,-10.00
29,21,$20.00 ,Lose,-20.00
30,1.83,$40.00 ,Lose,-40.00
31,2.5,$80.00 ,Lose,-80.00
32,6.5,$160.00 ,Lose,-160.00
33,7.5,$320.00 ,Lose,-320.00
34,18,$640.00 ,Win,"10,880.00"
35,10,$10.00 ,Lose,-10.00
36,6.5,$20.00 ,Lose,-20.00
37,5,$40.00 ,Lose,-40.00
38,4,$80.00 ,Lose,-80.00
39,2.25,$160.00 ,Lose,-160.00
40,5,$320.00 ,Lose,-320.00
41,5,$640.00 ,Lose,-640.00
42,3.5,"$1,280.00 ",Lose,"-1,280.00"
43,4,"$2,560.00 ",Win,"7,680.00"
44,9,$10.00 ,Lose,-10.00
45,3,$20.00 ,Lose,-20.00
46,4.5,$40.00 ,Lose,-40.00
47,1.73,$80.00 ,Lose,-80.00
48,15,$160.00 ,Lose,-160.00
49,3.5,$320.00 ,Lose,-320.00
50,5,$640.00 ,Lose,-640.00
51,3.5,"$1,280.00 ",Win,"3,200.00"
52,3.25,$10.00 ,Lose,-10.00
53,8,$20.00 ,Lose,-20.00
54,4.5,$40.00 ,Lose,-40.00
55,2.25,$80.00 ,Win,100.00
56,12.4,$10.00 ,Lose,-10.00
57,9,$20.00 ,Lose,-20.00
58,9.2,$40.00 ,Lose,-40.00
59,10,$80.00 ,Lose,-80.00
60,5.5,$160.00 ,Lose,-160.00
61,7.5,$320.00 ,Lose,-320.00
62,2.88,$640.00 ,Win,"1,203.20"
63,2.2,$10.00 ,Win,12.00
64,10,$10.00 ,Lose,-10.00
65,3,$20.00 ,Lose,-20.00
66,3,$40.00 ,Lose,-40.00
67,1.07,$80.00 ,Win,5.60
68,6.5,$10.00 ,Lose,-10.00
69,57,$20.00 ,Lose,-20.00
70,34,$40.00 ,Lose,-40.00
71,3.75,$80.00 ,Win,220.00
72,13,$10.00 ,Lose,-10.00
73,9,$20.00 ,Lose,-20.00
74,24,$40.00 ,Lose,-40.00
75,9,$80.00 ,Lose,-80.00
76,3.5,$160.00 ,Lose,-160.00
77,51,$320.00 ,Lose,-320.00
78,7,$640.00 ,Lose,-640.00
79,24,"$1,280.00 ",Lose,"-1,280.00"
80,13,"$2,560.00 ",Lose,"-2,560.00"
81,6,"$5,120.00 ",Lose,"-5,120.00"
82,11,"$10,240.00 ",Lose,"-10,240.00"
83,2.63,"$20,480.00 ",Win,"33,382.40"
84,1.73,$10.00 ,Win,7.30
85,2.63,$10.00 ,Win,16.30
86,12,$10.00 ,Lose,-10.00
87,6,$20.00 ,Lose,-20.00
88,15,$40.00 ,Lose,-40.00
89,4.5,$80.00 ,Win,280.00
90,5,$10.00 ,Lose,-10.00
91,3.75,$20.00 ,Lose,-20.00
92,8,$40.00 ,Lose,-40.00
93,22,$80.00 ,Lose,-80.00
94,9.5,$160.00 ,Lose,-160.00
95,4.5,$320.00 ,Win,"1,120.00"
96,12.8,$10.00 ,Lose,-10.00
97,4.5,$20.00 ,Lose,-20.00
98,3.25,$40.00 ,Lose,-40.00
99,9,$80.00 ,Lose,-80.00
100,18.6,$160.00 ,Lose,-160.00
101,3.75,$320.00 ,Lose,-320.00
102,10,$640.00 ,Lose,-640.00
103,3.8,"$1,280.00 ",Lose,"-1,280.00"
104,4,"$2,560.00 ",Lose,"-2,560.00"
105,26,"$5,120.00 ",Lose,"-5,120.00"
106,10,"$10,240.00 ",Lose,"-10,240.00"
107,8.5,"$20,480.00 ",Lose,"-20,480.00"
108,19,"$40,960.00 ",Lose,"-40,960.00"
109,15,"$81,920.00 ",Lose,"-81,920.00"
110,15,"$163,840.00 ",Lose,"-163,840.00"
111,5.5,"$327,680.00 ",Lose,"-327,680.00"
112,26,"$655,360.00 ",Lose,"-655,360.00"
113,11,"$1,310,720.00 ",Lose,"-1,310,720.00"
114,19,"$2,621,440.00 ",Lose,"-2,621,440.00"
115,100,"$5,242,880.00 ",Lose,"-5,242,880.00"
116,13,"$10,485,760.00 ",Win,"125,829,120.00"
117,3.75,$10.00 ,Lose,-10.00
118,14.2,$20.00 ,Lose,-20.00
119,5,$40.00 ,Lose,-40.00
120,6.5,$80.00 ,Lose,-80.00
121,6.5,$160.00 ,Lose,-160.00
122,8,$320.00 ,Lose,-320.00
123,3.25,$640.00 ,Lose,-640.00
124,4.5,"$1,280.00 ",Lose,"-1,280.00"
125,3.75,"$2,560.00 ",Lose,"-2,560.00"
126,17,"$5,120.00 ",Lose,"-5,120.00"
127,8.5,"$10,240.00 ",Lose,"-10,240.00"
128,9,"$20,480.00 ",Lose,"-20,480.00"
129,3.25,"$40,960.00 ",Lose,"-40,960.00"
130,3.75,"$81,920.00 ",Lose,"-81,920.00"
131,4.5,"$163,840.00 ",Win,"573,440.00"
132,4.5,$10.00 ,Lose,-10.00
133,6.5,$20.00 ,Lose,-20.00
134,38,$40.00 ,Lose,-40.00
135,8.6,$80.00 ,Win,608.00
136,11,$10.00 ,Win,100.00
137,14.8,$10.00 ,Lose,-10.00
138,10,$20.00 ,Lose,-20.00
139,29,$40.00 ,Lose,-40.00
140,5,$80.00 ,Win,320.00
141,5.5,$10.00 ,Win,45.00
142,15,$10.00 ,Lose,-10.00
143,12,$20.00 ,Win,220.00
144,13,$10.00 ,Lose,-10.00
145,1.91,$20.00 ,Win,18.20
146,34,$10.00 ,Lose,-10.00
147,51,$20.00 ,Lose,-20.00
148,26,$40.00 ,Lose,-40.00
149,2.63,$80.00 ,Lose,-80.00
150,14.8,$160.00 ,Lose,-160.00
151,7,$320.00 ,Win,"1,920.00"
152,15,$10.00 ,Lose,-10.00
153,10.6,$20.00 ,Lose,-20.00
154,26,$40.00 ,Lose,-40.00
155,34,$80.00 ,Lose,-80.00
156,29,$160.00 ,Lose,-160.00
157,20,$320.00 ,Lose,-320.00
158,17,$640.00 ,Lose,-640.00
159,12,"$1,280.00 ",Lose,"-1,280.00"
160,7,"$2,560.00 ",Lose,"-2,560.00"
161,6,"$5,120.00 ",Lose,"-5,120.00"
162,4,"$10,240.00 ",Lose,"-10,240.00"
163,51,"$20,480.00 ",Lose,"-20,480.00"
164,9,"$40,960.00 ",Lose,"-40,960.00"
165,29,"$81,920.00 ",Lose,"-81,920.00"
166,9,"$163,840.00 ",Lose,"-163,840.00"
167,4.5,"$327,680.00 ",Lose,"-327,680.00"
168,100,"$655,360.00 ",Lose,"-655,360.00"
169,6.5,"$1,310,720.00 ",Lose,"-1,310,720.00"
170,41,"$2,621,440.00 ",Lose,"-2,621,440.00"
171,42,"$5,242,880.00 ",Lose,"-5,242,880.00"
172,29,"$10,485,760.00 ",Lose,"-10,485,760.00"
173,27,"$20,971,520.00 ",Lose,"-20,971,520.00"
174,12,"$41,943,040.00 ",Lose,"-41,943,040.00"
175,10,"$83,886,080.00 ",Lose,"-83,886,080.00"
176,34,"$167,772,160.00 ",Lose,"-167,772,160.00"
177,19,"$335,544,320.00 ",Lose,"-335,544,320.00"
178,17,"$671,088,640.00 ",Lose,"-671,088,640.00"
179,5.5,"$1,342,177,280.00 ",Lose,"-1,342,177,280.00"
180,7.4,"$2,684,354,560.00 ",Win,"17,179,869,184.00"
181,4.5,$10.00 ,Lose,-10.00
182,26,$20.00 ,Win,500.00
183,4,$10.00 ,Lose,-10.00
184,9,$20.00 ,Lose,-20.00
185,13.8,$40.00 ,Lose,-40.00
186,21,$80.00 ,Win,"1,600.00"
187,42,$10.00 ,Lose,-10.00
188,11,$20.00 ,Lose,-20.00
189,11,$40.00 ,Lose,-40.00
190,2.5,$80.00 ,Lose,-80.00
191,11,$160.00 ,Lose,-160.00
192,26,$320.00 ,Lose,-320.00
193,2,$640.00 ,Win,640.00
194,4.33,$10.00 ,Lose,-10.00
195,8,$20.00 ,Lose,-20.00
196,17,$40.00 ,Lose,-40.00
197,16.6,$80.00 ,Lose,-80.00
198,6.8,$160.00 ,Lose,-160.00
199,13,$320.00 ,Lose,-320.00
200,18,$640.00 ,Lose,-640.00
201,7.5,"$1,280.00 ",Win,"8,320.00"
202,26,$10.00 ,Lose,-10.00
203,10,$20.00 ,Lose,-20.00
204,7,$40.00 ,Lose,-40.00
205,6,$80.00 ,Lose,-80.00
206,19.4,$160.00 ,Lose,-160.00
207,7,$320.00 ,Lose,-320.00
208,8,$640.00 ,Lose,-640.00
209,62,"$1,280.00 ",Lose,"-1,280.00"
210,9,"$2,560.00 ",Lose,"-2,560.00"
211,10,"$5,120.00 ",Lose,"-5,120.00"
212,21,"$10,240.00 ",Lose,"-10,240.00"
213,6.5,"$20,480.00 ",Lose,"-20,480.00"
214,10,"$40,960.00 ",Lose,"-40,960.00"
215,13,"$81,920.00 ",Lose,"-81,920.00"
216,29,"$163,840.00 ",Lose,"-163,840.00"
217,41,"$327,680.00 ",Lose,"-327,680.00"
218,10.5,"$655,360.00 ",Lose,"-655,360.00"
219,24,"$1,310,720.00 ",Lose,"-1,310,720.00"
220,19,"$2,621,440.00 ",Win,"47,185,920.00"
221,6,$10.00 ,Lose,-10.00
222,15,$20.00 ,Lose,-20.00
223,2.5,$40.00 ,Lose,-40.00
224,6,$80.00 ,Lose,-80.00
225,6,$160.00 ,Lose,-160.00
226,17,$320.00 ,Lose,-320.00
227,15,$640.00 ,Lose,-640.00
228,86,"$1,280.00 ",Lose,"-1,280.00"
229,30,"$2,560.00 ",Lose,"-2,560.00"
230,9,"$5,120.00 ",Lose,"-5,120.00"
231,5.5,"$10,240.00 ",Lose,"-10,240.00"
232,6.5,"$20,480.00 ",Lose,"-20,480.00"
233,13.6,"$40,960.00 ",Lose,"-40,960.00"
234,10,"$81,920.00 ",Lose,"-81,920.00"
235,51,"$163,840.00 ",Lose,"-163,840.00"
236,10,"$327,680.00 ",Lose,"-327,680.00"
237,4.5,"$655,360.00 ",Lose,"-655,360.00"
238,5,"$1,310,720.00 ",Lose,"-1,310,720.00"
239,100,"$2,621,440.00 ",Lose,"-2,621,440.00"
240,34,"$5,242,880.00 ",Lose,"-5,242,880.00"
241,38,"$10,485,760.00 ",Lose,"-10,485,760.00"
242,4.6,"$20,971,520.00 ",Lose,"-20,971,520.00"
243,5,"$41,943,040.00 ",Lose,"-41,943,040.00"
244,17,"$83,886,080.00 ",Lose,"-83,886,080.00"
245,34,"$167,772,160.00 ",Lose,"-167,772,160.00"
246,19,"$335,544,320.00 ",Lose,"-335,544,320.00"
247,2.5,"$671,088,640.00 ",Lose,"-671,088,640.00"
248,12,"$1,342,177,280.00 ",Lose,"-1,342,177,280.00"
249,4.33,"$2,684,354,560.00 ",Lose,"-2,684,354,560.00"
250,3,"$5,368,709,120.00 ",Lose,"-5,368,709,120.00"
251,5,"$10,737,418,240.00 ",Win,"42,949,672,960.00"
252,11,$10.00 ,Lose,-10.00
253,6,$20.00 ,Lose,-20.00
254,13,$40.00 ,Lose,-40.00
255,4.5,$80.00 ,Win,280.00
256,7,$10.00 ,Lose,-10.00
257,4.33,$20.00 ,Lose,-20.00
258,3.75,$40.00 ,Lose,-40.00
259,6.6,$80.00 ,Lose,-80.00
260,3.6,$160.00 ,Lose,-160.00
261,95,$320.00 ,Lose,-320.00
262,8,$640.00 ,Lose,-640.00
263,67,"$1,280.00 ",Lose,"-1,280.00"
264,6,"$2,560.00 ",Lose,"-2,560.00"
265,13.8,"$5,120.00 ",Lose,"-5,120.00"
266,15,"$10,240.00 ",Lose,"-10,240.00"
267,10,"$20,480.00 ",Lose,"-20,480.00"
268,17,"$40,960.00 ",Lose,"-40,960.00"
269,6,"$81,920.00 ",Win,"409,600.00"
270,17,$10.00 ,Lose,-10.00
271,24,$20.00 ,Lose,-20.00
272,13.8,$40.00 ,Lose,-40.00
273,26,$80.00 ,Lose,-80.00
274,26,$160.00 ,Lose,-160.00
275,9,$320.00 ,Lose,-320.00
276,46,$640.00 ,Lose,-640.00
277,22,"$1,280.00 ",Lose,"-1,280.00"
278,100,"$2,560.00 ",Lose,"-2,560.00"
279,6.5,"$5,120.00 ",Lose,"-5,120.00"
280,6,"$10,240.00 ",Win,"51,200.00"
