ID,Odds,Bet,Result,Profit
1339,13,"$1,000.00",Lose,$0.00
1340,8.5,"$1,000.00",Lose,$0.00
1341,5,"$1,000.00",Lose,$0.00
1342,3.25,"$1,000.00",Lose,$0.00
1343,5.5,"$1,000.00",Lose,$0.00
1344,8,"$1,000.00",Lose,$0.00
1345,6,"$1,000.00",Win,"$5,000.00"
1346,4.5,"$1,000.00",Win,"$3,500.00"
1347,1.8,"$1,000.00",Lose,$0.00
1348,1.67,"$1,000.00",Lose,$0.00
1349,2.88,"$1,000.00",Win,"$1,880.00"
1350,4.5,"$1,000.00",Lose,$0.00
1351,3.5,"$1,000.00",Win,"$2,500.00"
1352,4,"$1,000.00",Lose,$0.00
1353,8,"$1,000.00",Lose,$0.00
1354,5,"$1,000.00",Lose,$0.00
1355,3.5,"$1,000.00",Lose,$0.00
1356,3,"$1,000.00",Lose,$0.00
1357,7,"$1,000.00",Lose,$0.00
1358,3.25,"$1,000.00",Lose,$0.00
1359,8,"$1,000.00",Lose,$0.00
1360,2.5,"$1,000.00",Lose,$0.00
1361,3.5,"$1,000.00",Win,"$2,500.00"
1362,4,"$1,000.00",Win,"$3,000.00"
1363,6,"$1,000.00",Win,"$5,000.00"
1364,3.25,"$1,000.00",Win,"$2,250.00"
1365,4.5,"$1,000.00",Lose,$0.00
1366,2.75,"$1,000.00",Win,"$1,750.00"
1367,2.75,"$1,000.00",Lose,$0.00
1368,3,"$1,000.00",Lose,$0.00
1369,2.62,"$1,000.00",Win,"$1,620.00"
1370,9,"$1,000.00",Lose,$0.00
1371,8.5,"$1,000.00",Lose,$0.00
1372,3.75,"$1,000.00",Win,"$2,750.00"
1373,7,"$1,000.00",Lose,$0.00
1374,2.88,"$1,000.00",Lose,$0.00
1375,2,"$1,000.00",Lose,$0.00
1376,6.5,"$1,000.00",Win,"$5,500.00"
1377,3,"$1,000.00",Win,"$2,000.00"
1378,3.25,"$1,000.00",Win,"$2,250.00"
1379,6,"$1,000.00",Lose,$0.00
1380,1.91,"$1,000.00",Lose,$0.00
1381,4.5,"$1,000.00",Win,"$3,500.00"
1382,3.25,"$1,000.00",Lose,$0.00
1383,2,"$1,000.00",Lose,$0.00
1384,5,"$1,000.00",Lose,$0.00
1385,4.5,"$1,000.00",Lose,$0.00
1386,3,"$1,000.00",Win,"$2,000.00"
1387,4,"$1,000.00",Win,"$3,000.00"
1388,4,"$1,000.00",Lose,$0.00
1389,2.75,"$1,000.00",Lose,$0.00
1390,2.62,"$1,000.00",Lose,$0.00
1391,6.5,"$1,000.00",Lose,$0.00
1392,3.5,"$1,000.00",Lose,$0.00
1393,1.8,"$1,000.00",Win,$800.00
1394,4.33,"$1,000.00",Lose,$0.00
1395,10,"$1,000.00",Lose,$0.00
1396,3.25,"$1,000.00",Lose,$0.00
1397,5,"$1,000.00",Lose,$0.00
1398,4,"$1,000.00",Lose,$0.00
1399,7,"$1,000.00",Win,"$6,000.00"
1400,5,"$1,000.00",Lose,$0.00
1401,5,"$1,000.00",Lose,$0.00
1402,26,"$1,000.00",Lose,$0.00
1403,2,"$1,000.00",Lose,$0.00
1404,4,"$1,000.00",Lose,$0.00
1405,2.38,"$1,000.00",Win,"$1,380.00"
1406,3.25,"$1,000.00",Win,"$2,250.00"
1407,3.75,"$1,000.00",Lose,$0.00
1408,3.75,"$1,000.00",Lose,$0.00
1409,6,"$1,000.00",Lose,$0.00
1410,4.5,"$1,000.00",Win,"$3,500.00"
1411,2.38,"$1,000.00",Win,"$1,380.00"
1412,6,"$1,000.00",Lose,$0.00
1413,4,"$1,000.00",Win,"$3,000.00"
1414,2.88,"$1,000.00",Win,"$1,880.00"
1415,1.91,"$1,000.00",Win,$910.00
1416,9,"$1,000.00",Lose,$0.00
1417,3.5,"$1,000.00",Lose,$0.00
1418,11,"$1,000.00",Lose,$0.00
1419,2.1,"$1,000.00",Win,"$1,100.00"
1420,7,"$1,000.00",Lose,$0.00
1421,3.5,"$1,000.00",Lose,$0.00
1422,9,"$1,000.00",Lose,$0.00
1423,9,"$1,000.00",Lose,$0.00
1424,1.67,"$1,000.00",Win,$670.00
1425,2.25,"$1,000.00",Lose,$0.00
1426,9,"$1,000.00",Lose,$0.00
1427,2.5,"$1,000.00",Win,"$1,500.00"
1428,6,"$1,000.00",Lose,$0.00
1429,15,"$1,000.00",Lose,$0.00
1430,6,"$1,000.00",Win,"$5,000.00"
1431,10,"$1,000.00",Lose,$0.00
1432,7.5,"$1,000.00",Lose,$0.00
1433,3.25,"$1,000.00",Lose,$0.00
1434,6.5,"$1,000.00",Win,"$5,500.00"
1435,2.38,"$1,000.00",Lose,$0.00
1436,2.1,"$1,000.00",Lose,$0.00
1437,6,"$1,000.00",Lose,$0.00
1438,2,"$1,000.00",Win,"$1,000.00"
1439,2.38,"$1,000.00",Win,"$1,380.00"
1440,2.62,"$1,000.00",Win,"$1,620.00"
1441,9,"$1,000.00",Lose,$0.00
1442,7,"$1,000.00",Lose,$0.00
1443,8,"$1,000.00",Lose,$0.00
1444,6.5,"$1,000.00",Win,"$5,500.00"
1445,7,"$1,000.00",Lose,$0.00
1446,6,"$1,000.00",Lose,$0.00
1447,3.5,"$1,000.00",Lose,$0.00
1448,2.75,"$1,000.00",Lose,$0.00
1449,2.62,"$1,000.00",Lose,$0.00
1450,3.5,"$1,000.00",Lose,$0.00
1451,2.75,"$1,000.00",Win,"$1,750.00"
1452,3,"$1,000.00",Lose,$0.00
1453,3.5,"$1,000.00",Lose,$0.00
1454,5,"$1,000.00",Lose,$0.00
1455,2.25,"$1,000.00",Lose,$0.00
1456,4.5,"$1,000.00",Lose,$0.00
1457,1.67,"$1,000.00",Lose,$0.00
1458,5,"$1,000.00",Lose,$0.00
1459,9,"$1,000.00",Lose,$0.00
1460,2.75,"$1,000.00",Win,"$1,750.00"
1461,5,"$1,000.00",Win,"$4,000.00"
1462,2.9,"$1,000.00",Lose,$0.00
1463,2,"$1,000.00",Lose,$0.00
1464,3.75,"$1,000.00",Lose,$0.00
1465,7,"$1,000.00",Win,"$6,000.00"
1466,2.75,"$1,000.00",Lose,$0.00
1467,9,"$1,000.00",Lose,$0.00
1468,2.25,"$1,000.00",Lose,$0.00
1469,3.25,"$1,000.00",Lose,$0.00
1470,4.5,"$1,000.00",Lose,$0.00
1471,9,"$1,000.00",Win,"$8,000.00"
1472,4,"$1,000.00",Lose,$0.00
1473,5,"$1,000.00",Lose,$0.00
1474,8,"$1,000.00",Lose,$0.00
1475,4.5,"$1,000.00",Lose,$0.00
1476,3.5,"$1,000.00",Win,"$2,500.00"
1477,3,"$1,000.00",Win,"$2,000.00"
1478,2.62,"$1,000.00",Win,"$1,620.00"
1479,3.5,"$1,000.00",Lose,$0.00
1480,3.25,"$1,000.00",Win,"$2,250.00"
1481,4,"$1,000.00",Win,"$3,000.00"
1482,9.5,"$1,000.00",Lose,$0.00
1483,3.25,"$1,000.00",Lose,$0.00
1484,7,"$1,000.00",Lose,$0.00
1485,3,"$1,000.00",Win,"$2,000.00"
1486,8,"$1,000.00",Lose,$0.00
1487,11,"$1,000.00",Lose,$0.00
1488,6,"$1,000.00",Lose,$0.00
1489,6.5,"$1,000.00",Lose,$0.00
1490,11,"$1,000.00",Win,"$10,000.00"
1491,8,"$1,000.00",Lose,$0.00
1492,8,"$1,000.00",Lose,$0.00
1493,4,"$1,000.00",Lose,$0.00
1494,3,"$1,000.00",Lose,$0.00
1495,4.5,"$1,000.00",Lose,$0.00
1496,4,"$1,000.00",Lose,$0.00
1497,3.25,"$1,000.00",Win,"$2,250.00"
1498,5,"$1,000.00",Lose,$0.00
1499,4.5,"$1,000.00",Win,"$3,500.00"
1500,2.62,"$1,000.00",Lose,$0.00
1501,5.5,"$1,000.00",Lose,$0.00
1502,4,"$1,000.00",Lose,$0.00
1503,4.5,"$1,000.00",Lose,$0.00
1504,3.5,"$1,000.00",Lose,$0.00
1505,3,"$1,000.00",Win,"$2,000.00"
1506,6,"$1,000.00",Lose,$0.00
1507,3.75,"$1,000.00",Win,"$2,750.00"
1508,5,"$1,000.00",Win,"$4,000.00"
1509,7,"$1,000.00",Lose,$0.00
1510,7.5,"$1,000.00",Lose,$0.00
1511,10,"$1,000.00",Lose,$0.00
1512,6,"$1,000.00",Lose,$0.00
1513,5,"$1,000.00",Lose,$0.00
1514,6,"$1,000.00",Lose,$0.00
1515,4.5,"$1,000.00",Lose,$0.00
1516,5.5,"$1,000.00",Lose,$0.00
1517,3.25,"$1,000.00",Lose,$0.00
1518,8,"$1,000.00",Lose,$0.00
1519,3.75,"$1,000.00",Win,"$2,750.00"
1520,4,"$1,000.00",Lose,$0.00
1521,5,"$1,000.00",Win,"$4,000.00"
1522,2.25,"$1,000.00",Win,"$1,250.00"
1523,5.5,"$1,000.00",Lose,$0.00
1524,4.5,"$1,000.00",Lose,$0.00
1525,3.5,"$1,000.00",Lose,$0.00
1526,9,"$1,000.00",Lose,$0.00
1527,5.5,"$1,000.00",Win,"$4,500.00"
1528,2.1,"$1,000.00",Lose,$0.00
1529,4.5,"$1,000.00",Win,"$3,500.00"
1530,13,"$1,000.00",Lose,$0.00
1531,9,"$1,000.00",Lose,$0.00
1532,10,"$1,000.00",Lose,$0.00
1533,11,"$1,000.00",Lose,$0.00
1534,5.5,"$1,000.00",Lose,$0.00
1535,2.75,"$1,000.00",Lose,$0.00
1536,15,"$1,000.00",Lose,$0.00
1537,3.5,"$1,000.00",Lose,$0.00
1538,2,"$1,000.00",Lose,$0.00
1539,4,"$1,000.00",Win,"$3,000.00"
1540,1.83,"$1,000.00",Win,$830.00
1541,5,"$1,000.00",Lose,$0.00
1542,4,"$1,000.00",Win,"$3,000.00"
1543,2.5,"$1,000.00",Lose,$0.00
1544,4.5,"$1,000.00",Win,"$3,500.00"
1545,4.5,"$1,000.00",Win,"$3,500.00"
1546,7,"$1,000.00",Lose,$0.00
1547,6,"$1,000.00",Win,"$5,000.00"
1548,6.5,"$1,000.00",Lose,$0.00
1549,2.88,"$1,000.00",Win,"$1,880.00"
1550,5.5,"$1,000.00",Lose,$0.00
1551,8,"$1,000.00",Lose,$0.00
1552,15,"$1,000.00",Lose,$0.00
1553,2.62,"$1,000.00",Win,"$1,620.00"
1554,5,"$1,000.00",Lose,$0.00
1555,5,"$1,000.00",Lose,$0.00
1556,4.33,"$1,000.00",Win,"$3,330.00"
1557,1.73,"$1,000.00",Win,$730.00
1558,6,"$1,000.00",Lose,$0.00
1559,7,"$1,000.00",Lose,$0.00
1560,1.53,"$1,000.00",Win,$530.00
1561,2.62,"$1,000.00",Win,"$1,620.00"
1562,4,"$1,000.00",Win,"$3,000.00"
1563,2.88,"$1,000.00",Lose,$0.00
1564,4,"$1,000.00",Lose,$0.00
1565,6.5,"$1,000.00",Lose,$0.00
1566,13,"$1,000.00",Lose,$0.00
1567,9,"$1,000.00",Lose,$0.00
1568,2.5,"$1,000.00",Win,"$1,500.00"
1569,9.5,"$1,000.00",Lose,$0.00
1570,3.25,"$1,000.00",Lose,$0.00
1571,2.38,"$1,000.00",Win,"$1,380.00"
1572,26,"$1,000.00",Lose,$0.00
1573,15,"$1,000.00",Lose,$0.00
1574,4.5,"$1,000.00",Lose,$0.00
1575,4.33,"$1,000.00",Win,"$3,330.00"
1576,5,"$1,000.00",Lose,$0.00
1577,9,"$1,000.00",Lose,$0.00
1578,6.5,"$1,000.00",Win,"$5,500.00"
1579,2.5,"$1,000.00",Win,"$1,500.00"
1580,2.75,"$1,000.00",Lose,$0.00
1581,7,"$1,000.00",Lose,$0.00
1582,5.5,"$1,000.00",Lose,$0.00
1583,10,"$1,000.00",Lose,$0.00
1584,5.5,"$1,000.00",Lose,$0.00
1585,4,"$1,000.00",Win,"$3,000.00"
1586,5.5,"$1,000.00",Win,"$4,500.00"
1587,4.5,"$1,000.00",Lose,$0.00
1588,5,"$1,000.00",Lose,$0.00
1589,3.5,"$1,000.00",Lose,$0.00
1590,3.5,"$1,000.00",Win,"$2,500.00"
1591,6,"$1,000.00",Lose,$0.00
1592,3.5,"$1,000.00",Lose,$0.00
1593,4,"$1,000.00",Win,"$3,000.00"
1594,9,"$1,000.00",Win,"$8,000.00"
1595,4,"$1,000.00",Lose,$0.00
1596,1.91,"$1,000.00",Win,$910.00
1597,2,"$1,000.00",Lose,$0.00
1598,7,"$1,000.00",Lose,$0.00
1599,3,"$1,000.00",Lose,$0.00
1600,9,"$1,000.00",Lose,$0.00
1601,2.88,"$1,000.00",Lose,$0.00
1602,4.5,"$1,000.00",Win,"$3,500.00"
1603,5,"$1,000.00",Win,"$4,000.00"
1604,5,"$1,000.00",Lose,$0.00
1605,1.73,"$1,000.00",Win,$730.00
1606,2.88,"$1,000.00",Win,"$1,880.00"
1607,3.5,"$1,000.00",Lose,$0.00
1608,17,"$1,000.00",Lose,$0.00
1609,1.91,"$1,000.00",Win,$910.00
1610,6.5,"$1,000.00",Lose,$0.00
1611,5,"$1,000.00",Lose,$0.00
1612,2.1,"$1,000.00",Win,"$1,100.00"
1613,3.75,"$1,000.00",Lose,$0.00
1614,4.5,"$1,000.00",Lose,$0.00
1615,1.83,"$1,000.00",Win,$830.00
1616,2.5,"$1,000.00",Win,"$1,500.00"
1617,6.5,"$1,000.00",Lose,$0.00
1618,3,"$1,000.00",Lose,$0.00
1619,5,"$1,000.00",Win,"$4,000.00"
1620,3.75,"$1,000.00",Lose,$0.00
1621,5,"$1,000.00",Lose,$0.00
1622,4,"$1,000.00",Lose,$0.00
1623,3.75,"$1,000.00",Lose,$0.00
1624,7,"$1,000.00",Lose,$0.00
1625,4,"$1,000.00",Lose,$0.00
1626,4.5,"$1,000.00",Lose,$0.00
1627,5,"$1,000.00",Lose,$0.00
1628,5,"$1,000.00",Lose,$0.00
1629,6.5,"$1,000.00",Win,"$5,500.00"
1630,10,"$1,000.00",Lose,$0.00
1631,6.5,"$1,000.00",Lose,$0.00
1632,7.5,"$1,000.00",Lose,$0.00
1633,5,"$1,000.00",Win,"$4,000.00"
1634,7,"$1,000.00",Lose,$0.00
1635,4.5,"$1,000.00",Lose,$0.00
1636,2.38,"$1,000.00",Lose,$0.00
1637,6.5,"$1,000.00",Lose,$0.00
1638,6.5,"$1,000.00",Lose,$0.00
1639,6,"$1,000.00",Lose,$0.00
1640,4,"$1,000.00",Lose,$0.00
1641,6,"$1,000.00",Lose,$0.00
1642,2.25,"$1,000.00",Win,"$1,250.00"
1643,5.5,"$1,000.00",Lose,$0.00
1644,3,"$1,000.00",Lose,$0.00
1645,9,"$1,000.00",Lose,$0.00
1646,6.5,"$1,000.00",Lose,$0.00
1647,15,"$1,000.00",Lose,$0.00
1648,3,"$1,000.00",Win,"$2,000.00"
1649,10,"$1,000.00",Lose,$0.00
1650,2.5,"$1,000.00",Lose,$0.00
1651,2.5,"$1,000.00",Lose,$0.00
1652,3.25,"$1,000.00",Win,"$2,250.00"
1653,9,"$1,000.00",Lose,$0.00
1654,6,"$1,000.00",Lose,$0.00
1655,12,"$1,000.00",Lose,$0.00
1656,1.4,"$1,000.00",Win,$400.00
1657,6,"$1,000.00",Lose,$0.00
1658,2.5,"$1,000.00",Win,"$1,500.00"
1659,3.75,"$1,000.00",Win,"$2,750.00"
1660,6.5,"$1,000.00",Win,"$5,500.00"
1661,6,"$1,000.00",Win,"$5,000.00"
1662,9,"$1,000.00",Lose,$0.00
1663,7.5,"$1,000.00",Win,"$6,500.00"
1664,6,"$1,000.00",Lose,$0.00
1665,1.91,"$1,000.00",Win,$910.00
1666,4,"$1,000.00",Lose,$0.00
1667,2.25,"$1,000.00",Win,"$1,250.00"
1668,3.75,"$1,000.00",Lose,$0.00
1669,1.67,"$1,000.00",Win,$670.00
1670,2,"$1,000.00",Lose,$0.00
1671,7.5,"$1,000.00",Lose,$0.00
1672,6,"$1,000.00",Lose,$0.00
1673,5.5,"$1,000.00",Lose,$0.00
1674,11,"$1,000.00",Lose,$0.00
1675,5,"$1,000.00",Win,"$4,000.00"
1676,11,"$1,000.00",Lose,$0.00
1677,2.38,"$1,000.00",Lose,$0.00
1678,3.5,"$1,000.00",Lose,$0.00
1679,4,"$1,000.00",Win,"$3,000.00"
1680,3.25,"$1,000.00",Win,"$2,250.00"
1681,9,"$1,000.00",Lose,$0.00
1682,8,"$1,000.00",Lose,$0.00
1683,4.5,"$1,000.00",Lose,$0.00
1684,3.75,"$1,000.00",Lose,$0.00
1685,5.5,"$1,000.00",Lose,$0.00
1686,15,"$1,000.00",Lose,$0.00
1687,2.5,"$1,000.00",Lose,$0.00
1688,5.5,"$1,000.00",Lose,$0.00
1689,4.5,"$1,000.00",Lose,$0.00
1690,5,"$1,000.00",Lose,$0.00
1691,2.88,"$1,000.00",Lose,$0.00
1692,5.5,"$1,000.00",Lose,$0.00
1693,2.63,"$1,000.00",Win,"$1,630.00"
1694,2.75,"$1,000.00",Win,"$1,750.00"
1695,5,"$1,000.00",Lose,$0.00
1696,10,"$1,000.00",Lose,$0.00
1697,6.5,"$1,000.00",Win,"$5,500.00"
1698,2,"$1,000.00",Lose,$0.00
1699,2.75,"$1,000.00",Lose,$0.00
1700,2.88,"$1,000.00",Lose,$0.00
1701,2.5,"$1,000.00",Lose,$0.00
1702,3.5,"$1,000.00",Lose,$0.00
1703,4.5,"$1,000.00",Lose,$0.00
1704,3.75,"$1,000.00",Win,"$2,750.00"
1705,5.5,"$1,000.00",Win,"$4,500.00"
1706,4.33,"$1,000.00",Lose,$0.00
1707,1.57,"$1,000.00",Win,$570.00
1708,5,"$1,000.00",Lose,$0.00
1709,10,"$1,000.00",Lose,$0.00
1710,3.25,"$1,000.00",Win,"$2,250.00"
1711,2.75,"$1,000.00",Lose,$0.00
1712,2.25,"$1,000.00",Win,"$1,250.00"
1713,3.75,"$1,000.00",Lose,$0.00
1714,2.62,"$1,000.00",Win,"$1,620.00"
1715,2,"$1,000.00",Win,"$1,000.00"
1716,4.5,"$1,000.00",Lose,$0.00
1717,4.5,"$1,000.00",Lose,$0.00
1718,3.25,"$1,000.00",Lose,$0.00
1719,2.25,"$1,000.00",Lose,$0.00
1720,3.75,"$1,000.00",Win,"$2,750.00"
1721,3.5,"$1,000.00",Lose,$0.00
1722,4,"$1,000.00",Win,"$3,000.00"
1723,5,"$1,000.00",Win,"$4,000.00"
1724,3.75,"$1,000.00",Lose,$0.00
1725,5,"$1,000.00",Lose,$0.00
1726,3.75,"$1,000.00",Lose,$0.00
1727,8,"$1,000.00",Lose,$0.00
1728,4,"$1,000.00",Lose,$0.00
1729,2.1,"$1,000.00",Lose,$0.00
1730,4.5,"$1,000.00",Win,"$3,500.00"
1731,2.2,"$1,000.00",Win,"$1,200.00"
1732,6.5,"$1,000.00",Lose,$0.00
1733,4,"$1,000.00",Win,"$3,000.00"
1734,5,"$1,000.00",Win,"$4,000.00"
1735,3,"$1,000.00",Lose,$0.00
1736,6.5,"$1,000.00",Lose,$0.00
1737,4,"$1,000.00",Win,"$3,000.00"
1738,7,"$1,000.00",Lose,$0.00
1739,3.75,"$1,000.00",Win,"$2,750.00"
1740,2.1,"$1,000.00",Win,"$1,100.00"
1741,3.75,"$1,000.00",Win,"$2,750.00"
1742,4,"$1,000.00",Lose,$0.00
1743,5.5,"$1,000.00",Win,"$4,500.00"
1744,3.25,"$1,000.00",Lose,$0.00
1745,6.5,"$1,000.00",Lose,$0.00
1746,10,"$1,000.00",Lose,$0.00
1747,1.91,"$1,000.00",Lose,$0.00
1748,1.44,"$1,000.00",Win,$440.00
1749,2.2,"$1,000.00",Lose,$0.00
1750,4.5,"$1,000.00",Lose,$0.00
1751,4.5,"$1,000.00",Win,"$3,500.00"
1752,2.5,"$1,000.00",Lose,$0.00
1753,2.62,"$1,000.00",Win,"$1,620.00"
1754,5,"$1,000.00",Lose,$0.00
1755,3.5,"$1,000.00",Win,"$2,500.00"
1756,6,"$1,000.00",Win,"$5,000.00"
1757,3.25,"$1,000.00",Lose,$0.00
1758,2.88,"$1,000.00",Win,"$1,880.00"
1759,2.25,"$1,000.00",Lose,$0.00
1760,2.25,"$1,000.00",Lose,$0.00
1761,5.5,"$1,000.00",Lose,$0.00
1762,1.72,"$1,000.00",Win,$720.00
1763,5.5,"$1,000.00",Lose,$0.00
1764,6.5,"$1,000.00",Lose,$0.00
1765,3.5,"$1,000.00",Win,"$2,500.00"
1766,3.5,"$1,000.00",Lose,$0.00
1767,6.5,"$1,000.00",Lose,$0.00
1768,3.25,"$1,000.00",Lose,$0.00
1769,5,"$1,000.00",Lose,$0.00
1770,3.5,"$1,000.00",Win,"$2,500.00"
1771,9,"$1,000.00",Lose,$0.00
1772,8,"$1,000.00",Lose,$0.00
1773,1.83,"$1,000.00",Win,$830.00
1774,7,"$1,000.00",Lose,$0.00
1775,3.5,"$1,000.00",Lose,$0.00
1776,8,"$1,000.00",Lose,$0.00
1777,4.5,"$1,000.00",Lose,$0.00
1778,7,"$1,000.00",Lose,$0.00
1779,7.5,"$1,000.00",Lose,$0.00
1780,3.5,"$1,000.00",Win,"$2,500.00"
1781,3.25,"$1,000.00",Win,"$2,250.00"
1782,3.75,"$1,000.00",Lose,$0.00
1783,3.5,"$1,000.00",Lose,$0.00
1784,4.5,"$1,000.00",Lose,$0.00
1785,5.5,"$1,000.00",Win,"$4,500.00"
1786,8,"$1,000.00",Lose,$0.00
1787,4,"$1,000.00",Lose,$0.00
1788,2.38,"$1,000.00",Lose,$0.00
1789,6,"$1,000.00",Lose,$0.00
1790,3,"$1,000.00",Lose,$0.00
1791,3.25,"$1,000.00",Win,"$2,250.00"
1792,6,"$1,000.00",Lose,$0.00
1793,2.5,"$1,000.00",Lose,$0.00
1794,6,"$1,000.00",Lose,$0.00
1795,9,"$1,000.00",Lose,$0.00
1796,4.5,"$1,000.00",Win,"$3,500.00"
1797,2.5,"$1,000.00",Lose,$0.00
1798,3.75,"$1,000.00",Lose,$0.00
1799,5,"$1,000.00",Lose,$0.00
1800,3.75,"$1,000.00",Lose,$0.00
1801,2,"$1,000.00",Win,"$1,000.00"
1802,4,"$1,000.00",Lose,$0.00
1803,3.25,"$1,000.00",Lose,$0.00
1804,4,"$1,000.00",Lose,$0.00
1805,4.5,"$1,000.00",Lose,$0.00
1806,2,"$1,000.00",Win,"$1,000.00"
1807,9,"$1,000.00",Lose,$0.00
1808,5,"$1,000.00",Lose,$0.00
1809,3,"$1,000.00",Win,"$2,000.00"
1810,8,"$1,000.00",Lose,$0.00
1811,4.5,"$1,000.00",Lose,$0.00
1812,11,"$1,000.00",Lose,$0.00
1813,4,"$1,000.00",Win,"$3,000.00"
1814,5,"$1,000.00",Win,"$4,000.00"
1815,5,"$1,000.00",Win,"$4,000.00"
1816,3.25,"$1,000.00",Lose,$0.00
1817,5.5,"$1,000.00",Win,"$4,500.00"
1818,6,"$1,000.00",Lose,$0.00
1819,9,"$1,000.00",Lose,$0.00
1820,3,"$1,000.00",Lose,$0.00
1821,2.25,"$1,000.00",Win,"$1,250.00"
1822,4.5,"$1,000.00",Lose,$0.00
1823,2.1,"$1,000.00",Lose,$0.00
1824,5,"$1,000.00",Lose,$0.00
1825,2.38,"$1,000.00",Lose,$0.00
1826,4.5,"$1,000.00",Lose,$0.00
1827,2,"$1,000.00",Lose,$0.00
1828,2.5,"$1,000.00",Lose,$0.00
1829,4.5,"$1,000.00",Lose,$0.00
1830,12,"$1,000.00",Lose,$0.00
1831,3.25,"$1,000.00",Lose,$0.00
1832,4,"$1,000.00",Lose,$0.00
1833,4,"$1,000.00",Lose,$0.00
1834,1.5,"$1,000.00",Win,$500.00
1835,4.33,"$1,000.00",Lose,$0.00
1836,3,"$1,000.00",Lose,$0.00
1837,2.5,"$1,000.00",Lose,$0.00
1838,3.25,"$1,000.00",Win,"$2,250.00"
1839,3.75,"$1,000.00",Lose,$0.00
1840,6,"$1,000.00",Lose,$0.00
1841,7,"$1,000.00",Lose,$0.00
1842,1.91,"$1,000.00",Win,$910.00
1843,3.25,"$1,000.00",Lose,$0.00
1844,1.8,"$1,000.00",Lose,$0.00
1845,5,"$1,000.00",Win,"$4,000.00"
1846,3.75,"$1,000.00",Lose,$0.00
1847,2.88,"$1,000.00",Lose,$0.00
1848,4.5,"$1,000.00",Win,"$3,500.00"
1849,4,"$1,000.00",Lose,$0.00
1850,4,"$1,000.00",Lose,$0.00
1851,5,"$1,000.00",Lose,$0.00
1852,8,"$1,000.00",Lose,$0.00
1853,5.5,"$1,000.00",Lose,$0.00
1854,2.75,"$1,000.00",Lose,$0.00
1855,2.5,"$1,000.00",Lose,$0.00
1856,6.5,"$1,000.00",Lose,$0.00
1857,5.5,"$1,000.00",Lose,$0.00
1858,3.5,"$1,000.00",Lose,$0.00
1859,5.5,"$1,000.00",Lose,$0.00
1860,5.5,"$1,000.00",Lose,$0.00
1861,2.1,"$1,000.00",Lose,$0.00
1862,6,"$1,000.00",Lose,$0.00
1863,3.25,"$1,000.00",Lose,$0.00
1864,9,"$1,000.00",Lose,$0.00
1865,2.25,"$1,000.00",Lose,$0.00
1866,4,"$1,000.00",Win,"$3,000.00"
1867,2.1,"$1,000.00",Lose,$0.00
1868,4,"$1,000.00",Lose,$0.00
1869,3.75,"$1,000.00",Lose,$0.00
1870,8,"$1,000.00",Lose,$0.00
1871,2,"$1,000.00",Win,"$1,000.00"
1872,5,"$1,000.00",Lose,$0.00
1873,5,"$1,000.00",Lose,$0.00
1874,3.25,"$1,000.00",Win,"$2,250.00"
1875,2.25,"$1,000.00",Win,"$1,250.00"
1876,3.25,"$1,000.00",Lose,$0.00
1877,10,"$1,000.00",Lose,$0.00
1878,2.1,"$1,000.00",Win,"$1,100.00"
1879,1.8,"$1,000.00",Win,$800.00
1880,2,"$1,000.00",Win,"$1,000.00"
1881,4,"$1,000.00",Lose,$0.00
1882,2.25,"$1,000.00",Lose,$0.00
1883,3,"$1,000.00",Lose,$0.00
1884,4,"$1,000.00",Win,"$3,000.00"
1885,2,"$1,000.00",Win,"$1,000.00"
1886,11,"$1,000.00",Lose,$0.00
1887,2.75,"$1,000.00",Lose,$0.00
1888,2.75,"$1,000.00",Lose,$0.00
1889,2.25,"$1,000.00",Win,"$1,250.00"
1890,3,"$1,000.00",Win,"$2,000.00"
1891,4.5,"$1,000.00",Win,"$3,500.00"
1892,5.5,"$1,000.00",Win,"$4,500.00"
1893,12,"$1,000.00",Lose,$0.00
1894,5,"$1,000.00",Lose,$0.00
1895,1.57,"$1,000.00",Lose,$0.00
1896,6,"$1,000.00",Lose,$0.00
1897,2.75,"$1,000.00",Lose,$0.00
1898,3.5,"$1,000.00",Lose,$0.00
1899,8,"$1,000.00",Lose,$0.00
1900,3,"$1,000.00",Lose,$0.00
1901,3.25,"$1,000.00",Lose,$0.00
1902,2.25,"$1,000.00",Lose,$0.00
1903,5.5,"$1,000.00",Lose,$0.00
1904,2.5,"$1,000.00",Lose,$0.00
1905,2.25,"$1,000.00",Win,"$1,250.00"
1906,5,"$1,000.00",Lose,$0.00
1907,8,"$1,000.00",Lose,$0.00
1908,8.5,"$1,000.00",Lose,$0.00
1909,2.62,"$1,000.00",Win,"$1,620.00"
1910,1.83,"$1,000.00",Win,$830.00
1911,2.75,"$1,000.00",Win,"$1,750.00"
1912,3.75,"$1,000.00",Lose,$0.00
1913,3.25,"$1,000.00",Lose,$0.00
1914,6,"$1,000.00",Lose,$0.00
1915,4,"$1,000.00",Win,"$3,000.00"
1916,2.75,"$1,000.00",Lose,$0.00
1917,1.62,"$1,000.00",Lose,$0.00
1918,6.5,"$1,000.00",Lose,$0.00
1919,4,"$1,000.00",Lose,$0.00
1920,3,"$1,000.00",Win,"$2,000.00"
1921,4.33,"$1,000.00",Lose,$0.00
1922,5,"$1,000.00",Lose,$0.00
1923,10,"$1,000.00",Lose,$0.00
